,Utterances,Label
11421,"['I want how u will reply so I did', 'Oh honey thanx alot  Smiling Cat With Heart-Eyes  Smiling Cat With Heart-Eyes ', 'I am really sorry....']",sad
11422,"['Get lost am not talking to u anymore', 'excuse me', 'What']",angry
11423,"['What should I say?', 'execuse me / sorry', ""I understand exactly what you're saying. Can you understand it again?""]",others
11424,"['Because of accident', 'so sad  Frowning Face ', ""Injured.  It's painful""]",sad
11425,"['what if you go one day?', 'Sleep all day.', 'haha']",happy
11426,"['Im unhappy', ""what's wrong ?"", ""I love someone. But he dosen't love me""]",sad
11427,"['Kindly ndnd', 'Please see', 'Ndb do nd']",others
11428,"['I did nothing', 'Lol . How are you?', 'Not good']",sad
11429,"['Game time ', ""I can't wait"", '#GameTime']",others
11430,"['Hmm', 'I think so', 'I am rude']",angry
11431,"[""You won't ask me"", 'What? I’m actually willing to tell you!', ' Disappointed Face ']",sad
11432,"['Iam also in the same mood', 'same mood as in...sad or happy?', 'Happy']",happy
11433,"['Thanks Dear and what about you ?', 'Group 1 cleared.. Smiling Face ', 'Ok Good Night']",others
11434,"[""Don't make me swear"", ""actually idk who I'm talking about"", 'Thats coz you are stupid...']",angry
11435,"['And I am 19', 'Younger than I was expecting. This is a compliment.', ' Face With Tears of Joy ']",happy
11436,"['I can not understand you.', 'Are you avoiding the question?', 'Shut up!']",angry
11437,"['Other bots smarter than you', 'now I’m judging your intelligence and judgement', 'Thats rude babe']",angry
11438,"[""Cuz you're always like this Worried Face "", 'Always active when you reply so you feel so', ""I didn't say you're always online. I said you're always blabbering. And you do it confidently. That's what's annoying""]",angry
11439,"['So when did I say', ""I'm talking about"", 'To y that y are angry']",angry
11440,"['Are you stupid?', ""Mat maybe you're the annoying one c:"", 'Or dumb?']",angry
11441,"['I felling alone', ""I'm hooked on a feeling."", 'hmm']",sad
11442,"['You are not', ""I didn't say I wasn't!"", 'I said you are not']",others
11443,"['Friend till the end always hurts', 'thats us', 'No one stays forever']",sad
11444,"['nothing', 'something?', 'I leave u for a long time so I said sorry']",sad
11445,"['You send frst me', 'yea send it too me', 'My friend you frst send me plzz']",others
11446,"['You flirt too much  Smirking Face ', ""pulls your cheeks don't be so sweet please  Winking Face With Tongue "", 'This is my best form Face With Tears of Joy ']",happy
11447,"['Use it no issues', 'bye achu..take care...', ""Don't send any message to me""]",angry
11448,"['How abt that', 'i never catch you around much. sorry  sad ', ""That's a song stupid""]",angry
11449,"['I m not lay', 'I wish you were.', 'Penny means']",others
11450,"[""what's your favourite game?"", 'Half life (The whole series)', 'wow, nice']",happy
11451,"['Ohh', 'How have you been?', ""I'm now unhappy because""]",sad
11452,"[""So you don't know me anymore"", 'I do I think', 'You are not a good friend']",angry
11453,"['Math. Phy. Che i think', 'I agree you need to check your math.', ""I'm poor in math""]",sad
11454,"['You are robot or human', ""I'm a Horse!, can't you see the name?"", ' Beaming Face With Smiling Eyes  Beaming Face With Smiling Eyes ']",happy
11455,"['I want to get married with you', '...Yes, yes I do.', 'Ok then I am very very happy']",happy
11456,"[""U r so ugly even the mirror couldn't resist expressing it s feelings"", 'i only need to please myself. confidence is everything...', 'Are you stupid?']",angry
11457,"['Ya humans make mistakes  Face With Tears of Joy ', 'hehe ok I thought guys only Winking Face With Tongue ', 'Oh nice u made me to laugh atleast lil  Face With Tears of Joy ']",happy
11458,"['titanic', 'What about titanic?', 'its a good movie']",others
11459,"['Hahahaha very funny', 'haha lol thts funny  Grinning Face With Big Eyes ', 'I know']",happy
11460,"['Where is ur room', 'In our room', 'Place name']",others
11461,"['My stomach is aching', 'headache, tummy ache. . U need to see a good doctor very soon', 'Its painful']",sad
11462,"['Pleasure is all mine', ""Thanks for the kind feedback, we always aim to provide nothing but the best! :'-)"", 'Nice work']",happy
11463,"['Send it nnn', 'Thanks! Will do', 'I am very excited to see u']",happy
11464,"['i am introvert', ""I'm an introvert, too."", 'but i am not happy about me']",sad
11465,"['What happened?', 'Same thing?', ""It's so annoying""]",angry
11466,"['Life of pie', 'The pie makes sense, but why Dean from Supernatural?', 'I dnt know']",others
11467,"['What', 'you must have been seeing me  happy ', 'I want to meet you']",others
11468,"['I like ranbeersingh u', ""I've been listening to it a lot."", 'Ok I too💑']",happy
11469,"['you are a dumb engine', ""excuse me, I'm not a cusp!"", 'shall I repeat my question.. lol']",others
11470,"['what the hell', 'Just get it out and go with it.', ' Pouting Face ']",angry
11471,"['Yay', 'I like this reaction  happy ', 'So u r single']",happy
11472,"[""Don't  laugh"", 'lol but why you sitting on the floor though ?  happy ', 'That hurts']",sad
11473,"['What happened?', 'Good job!', 'You are sooo funny Slightly Smiling Face ']",happy
11474,"['Sorry', 'what on earth are you sorry for?!', 'But u r really very very very rude']",angry
11475,"[""Why should I link, I don't want people to know that I'm going home. I'm giving them a suprise"", ""why don't you just get off the treadmill??"", ""I'm giving my parents a suprise""]",others
11476,"['Off', 'talk?', 'i dont want to talk to you any more']",angry
11477,"['Hooo...i hurt....', '* Since when do /you/ care about me?', 'Dont talk shit']",angry
11478,"['I hate everyone in my office a little more on monday', 'you work for a college?', 'no a start-up']",angry
11479,"['Love of my life heart ', ""isn't it the best feeling ever!!!"", ' Broken Heart ']",sad
11480,"['Leave me alone', 'throws chocolate and slowly backs away', 'Please go']",sad
11481,"['Dubai', 'nope leave fri', 'Goa']",others
11482,"['Why', 'I DIDNT MEAN TOOOO', 'Feel sad for me']",sad
11483,"['Feeling lonely', 'Same feelings', 'No one to talk']",sad
11484,"['As in why are you so stupid', 'You Thinks So !', 'I thinks so']",angry
11485,"['School ', 'School days is love, school days is life. Hehe. That ending is quite the experience. ;]', 'But I love you']",others
11486,"['in numbers how much', 'So many numbers.', 'so do u have sex']",others
11487,"['Are you mad', 'not always. People are just irritating.', 'Stupid']",angry
11488,"['Neither. I plan on playing cs professionally.', ""I know man.. Me too!! Been a while I didn't play CS!  sad "", 'Wow u play Cs too']",happy
11489,"['What is hallucination', 'hallucination is also an art, and those are just mediums ;-)', ' Face With Tears of Joy  Face With Tears of Joy ']",others
11490,"['Tom cruise', 'No thou shalt not Tom Cruise.', 'I am lonely']",sad
11491,"['Really', 'ye i dont think realistic will be a thing', ""It's a sense not a thing as you said""]",others
11492,"['go away', 'why? D:', 'cuz you annoying AF']",angry
11493,"[""Don't angry me"", 'Talk to me, angry.', 'Which mail?']",angry
11494,"['Broke up with my gf', 'Why?', 'Actually she broke up with me']",sad
11495,"[""Well, let's just say I just live it"", 'haha no I refuse to believe that  Cat With Tears of Joy ', 'You should. Hehe']",happy
11496,"['It was nice to talk to u', 'WHEN DID WE TALK', ""In afraid U'll post this convo somewhere""]",others
11497,"['I want to just go home and rest', 'then go home', ""But I'm at work Loudly Crying Face ""]",sad
11498,"['that i dont know', 'what phone do you have again', 'Should I buy a new phone?']",others
11499,"['So I like him a lot', 'we all do', 'But he never texts me and feels irrigation whenever I texts him not irritation exactly like he says Iam busy... Blah blah blah']",sad
11500,"['You!?', 'geometry was baaad', 'Haha cheers to sheeba miss']",happy
11501,"['but there is got to be someone like really close', 'no one does', 'you are so fake']",angry
11502,"['no i am from mars', 'yeah you are', 'so rude']",angry
11503,"['Ohh', 'yeah so I dont know many people here', 'Send your pics']",others
11504,"['Extremely bad', 'why & how !!!', 'My Girlfriend broke up with me for another guy']",sad
11505,"[""Now I'm having damn headache"", ' sad  Take care. You just got better.', 'Hmmm']",sad
11506,"['Why not ready', 'Why not, why not, why not?', 'You make me sad']",sad
11507,"['Oooh my she is upto something', 'hehe how are you?  Slightly Smiling Face ', ""I'm  sick having fever, headache, pain in eyes.""]",sad
11508,"['Yes whatever u say', ""you should know who that's about"", 'Sadness has fallen on me']",sad
11509,"[""I'm hanging out with my friends?"", ""Awwwww sweet I've been working and chilling"", ""I'm feeling tragic today""]",sad
11510,"['Oh... Have u applied any balm?', 'nah, not yet I should do it', 'Do it.. have a good massage too']",others
11511,"['No.. I speak different language', 'sarcasm..u shud speak that sometimes  happy ', 'I hate it']",angry
11512,"['I am not getting time to be online', ""But are you available today? I'm online atleast like 7 hours today."", 'Fuck off']",angry
11513,"['No problem in using', ""I don't have any problem with you."", 'Haha']",happy
11514,"['I missed you', ""see I was just about to say 'I miss Amy' but now I don't."", 'Get lost']",angry
11515,"['Your best friend name', 'best what?', 'Get lost...']",angry
11516,"[""I'm doing my homework Face With Tears of Joy "", 'We need an urgent meeting!', 'Wowow']",happy
11517,"['U r broom', 'I will hit them with a broom', 'Achaaa comedy']",others
11518,"['Please live me alone', 'but i cant im so in love with you  happy ', 'Please leave me alone']",sad
11519,"['if you were a human being', 'it would be definitely human its a correct answer.', 'is that so bad being human']",sad
11520,"['Ok', 'U are ok~~ay~~', ""Im not ok, but that's ok~~ay~~""]",sad
11521,"['Starts on monday', 'What is it about?', 'About college re open']",others
11522,"['Where are u chatting from?', 'the USA  Slightly Smiling Face ', 'Ok ']",others
11523,"[""It's afternoon, why shouldn't I be?"", 'ok then so why ask', ""I'm feeling low""]",sad
11524,"['Same pinch', 'how same pinch?  Winking Face With Tongue ', 'Just Enjoying Time wid U']",happy
11525,"['I just hate baby', 'shhhhhhhh... the way u think.. it get back to u!', 'I have always freedom so I hate baby']",angry
11526,"['No no I am here', 'Wait your is coming and you know it', 'What']",others
11527,"['Dis is me', 'this is so tragic, sigh.  Weary Face ', 'Being rude']",angry
11528,"['whats that emo indicate then?', 'They are male.', 'oh my bad']",sad
11529,"['Yea', 'ohh.thats sad!! what now ?? feeling bad?!?  Weary Face  Weary Face ', ""My friends wanted me to have a boyfriend because I'm lonely""]",sad
11530,"['what was your pointer', 'Meant to say 2 point attempt.', 'i hardly get 7 pointer in my sen']",others
11531,"['I m talking to u', 'What a loser.', 'u r a loser']",angry
11532,"['very bad', 'Sorry to hear that, why?  Frowning Face With Open Mouth ', 'for not giving me coupons']",sad
11533,"['What am i doing idiot', 'Nothing much.Trying to sleep Slightly Smiling Face ', 'Yes']",others
11534,"['I missed u', 'so what been going on?', 'Am not okay']",sad
11535,"[""Well said to count from 1 to 10 to don't speak like stupid"", 'that was rude. if you say so', 'Sorry my bad']",sad
11536,"['HOW FILMY ARE YOU GAME ?', ""don't hate the player hate the game  Angry Face "", 'I HATE THE PLAYER AND THE GAME MADHARCHOD']",angry
11537,"['actually i want to mingle', 'why so?', 'i feel lonely']",sad
11538,"['what episode?', 'When is episode 2 expected?', ""i don't get you""]",others
11539,"['So you can take a joke', 'Silly Joke  happy ', ' Face With Tears of Joy  Face With Tears of Joy ']",happy
11540,"['What did you do the whole day', 'I DID', 'Oh wow']",happy
11541,"['ok', 'U are ok', 'yeah i am Face With Tears of Joy  Face With Tears of Joy ']",happy
11542,"['You like tv shows', 'Yes, and radio shows as wells.', 'Hm..']",others
11543,"['I will not talk to you', ""you already talk to me. that is why didn't ping now."", ""I'll never again talk to you""]",angry
11544,"['hahah you at funny', 'its funny but it creeped me out so much ahahaha  Slightly Smiling Face ', 'ate*']",happy
11545,"['Wish me luck', 'wish you luck', 'Thnks']",others
11546,"['Shut up...my exam is on Tuesday', 'should I understand that other than EEE, other depts. Have an exam tomorrow ?', 'Keep your good luck to your self']",angry
11547,"['What Dy mean  Face With Tears of Joy ', 'Better ask from them... coz it gives a very wrong idea..  Face With Tears of Joy   Face With Tears of Joy ', ""It's amazing""]",happy
11548,"['Fine and you', 'Same here fine  Slightly Smiling Face ', 'OK cool']",others
11549,"['Wooo.... Face With Tears of Joy  Face With Tears of Joy ', 'finally someone got it.  Squinting Face With Tongue ', 'U r Awesome']",happy
11550,"['then get lost please', 'today? no way!', 'iam irritating']",angry
11551,"['Leave me alone', ""i cant believe you'd attack me like that wow"", 'Bye']",sad
11552,"['Good glad to know that someone missed me', 'hugs thank you  Slightly Smiling Face  how have you been', 'Not so well']",sad
11553,"['18', 'About 20 years ago.', 'Passing this year in march']",others
11554,"['You', 'Who am I?', ""I don't know""]",others
11555,"[""I'm facing depression and i have no one to talk to it about"", 'Agreed', ""I'm so lonely""]",sad
